id,pos,CLASS_STAR,PSF_e1,PSF_e2,scalelength,model_flux,MAG_u,MAG_g,MAG_r,MAG_i,MAG_z
W2p1p3_53282,134.72521739999976 -1.6307755490000102,0.958693,0.0403,0.001,0.0,21.5,26.2199,25.2567,24.3184,22.3492,21.4923
